course_name,course_credits,course_uni,course_location,application_status,initial_tuition_fee,total_tuition_fee,period,course_dates,level,language_of_instruction,application_code,teaching_form,meetings,pace_of_study,instructional_time,location,subject_areas,top_level_subjects,course_starts,link
The Somali Language in a Contrastive Perspective,7.5,University of Gothenburg,Varied,Cancelled,11125,11125,Autumn 2023 Period 1,28 Aug - 14 Jan,Bachelor's,English,GU-13805,"Course, Distance",0,One-quarter-time,Mixed-time,Varied,Languages,Languages,,https://www.gu.se/en/study-gothenburg/SOL110
The Spanish-speaking world: Society and culture,5,Stockholm University,Stockholm,Open for late application,7500,7500,Autumn 2023 Period 1,28 Aug - 14 Jan,Bachelor's,Spanish,SU-07019,"Course, On-campus",,One-quarter-time,Daytime,Stockholm,Spanish,Languages,,https://sisu.it.su.se/search/info/ES2304/en?eventident=07019&semester=20234
The Structure of Modern English,12,Dalarna University,Falun,Open for late application,17400,17400,Autumn 2023 Period 1,28 Aug - 14 Jan,Bachelor's,English,HDA-H3G56,"Course, On-campus",,One-quarter-time,Daytime,Falun,"English, Languages",Languages,,http://www.du.se/redirect/course.aspx?language=en&code=GEN2VF&applicationcode=H3G56
The Structure of Modern English,12,Dalarna University,Falun,Open for late application,17400,17400,Autumn 2023 Period 1,28 Aug - 14 Jan,Bachelor's,English,HDA-H3G57,"Course, Distance",7,One-quarter-time,Daytime,Falun,"English, Languages",Languages,,http://www.du.se/redirect/course.aspx?language=en&code=GEN2VF&applicationcode=H3G57
The Swedish Education System,7.5,Dalarna University,Falun,Open for late application,10875,10875,Autumn 2023 Period 1,28 Aug - 5 Nov,Bachelor's,English,HDA-H3ETL,"Course, On-campus",,Half-time,Daytime,Falun,Education,Education/Educational Sciences/Didactics,,http://www.du.se/redirect/course.aspx?language=en&code=GPE2SA&applicationcode=H3ETL
The Swedish School System in a Comparative Perspective,7.5,University of Gothenburg,Göteborg,Closed for late application,11125,11125,Autumn 2023 Period 1,28 Aug - 5 Nov,Bachelor's,English,GU-19400,"Course, On-campus",,Half-time,Afternoon,Göteborg,Education,Education/Educational Sciences/Didactics,,https://www.gu.se/en/study-gothenburg/PDG092
The Swedish Welfare State Model,7.5,Karlstad University,Karlstad,Open for late application,21000,21000,Autumn 2023 Period 2,6 Nov - 10 Dec,Bachelor's,English,KAU-43103,"Course, On-campus",,Full-time,Daytime,Karlstad,Scandinavian Studies,Humanities | Social Science and Behavioural Science,,http://www.kau.se/en/education/programmes-and-courses/courses/SVGE20?occasion=43103
The wood material,7.5,Linnaeus University (Kalmar Växjö),Växjö,Closed for late application,19300,19300,Autumn 2023 Period 1,28 Aug - 5 Nov,Master's,English,LNU-F2082,"Course, On-campus",,Half-time,Daytime,Växjö,Wood Technology,"Materials, Construction and Manufacturing",,https://lnu.se/en/course/4TS013/20232/F2082
The World System in the Post-colonial Era,7.5,Linköping University,Norrköping,Open for late application,8745,8745,Autumn 2023 Period 1,9 Oct - 12 Nov,Master's,English,LIU-46076,"Course, On-campus",,Full-time,Daytime,Norrköping,"Development Studies, Economic History, Economic History, Economic History, Peace and Development Studies, Social Science and Behavioural Science, Sociology",Humanities | Business Administration and Economics | Social Science and Behavioural Science,,https://liu.se/en/education/course/742A38
Theatre in Sweden: Historical and Contemporary Perspective,15,Stockholm University,Stockholm,Closed for late application,22500,22500,Autumn 2023 Period 1,28 Aug - 29 Oct,Bachelor's,English,SU-14260,"Course, On-campus",,Full-time,Daytime,Stockholm,Theatre History and Theory,"Arts, Design and Media | Humanities",,https://sisu.it.su.se/search/info/TVTTHE/en?eventident=14260&semester=20234
Theatre in Sweden: Historical and Contemporary Perspective,15,Stockholm University,Stockholm,Open for late application,22500,22500,Autumn 2023 Period 1,28 Aug - 29 Oct,Bachelor's,English,SU-14285,"Course, On-campus",,Full-time,Daytime,Stockholm,Theatre History and Theory,"Arts, Design and Media | Humanities",,https://sisu.it.su.se/search/info/TVTTHE/en?eventident=14285&semester=20234
Thematic and Web Cartography,5,University of Gävle,Gävle,Open for late application,12600,12600,Autumn 2023 Period 1,28 Aug - 5 Nov,Bachelor's,English,HIG-17332,"Course, On-campus",,One-quarter-time,Daytime,Gävle,Surveying and Geographic Information Technology,"Materials, Construction and Manufacturing",,https://edu.hig.se/web/en/558d35a3-6993-11ed-8006-5fad1ed44921
Thematic and Web Cartography,5,University of Gävle,Varied,Open for late application,12600,12600,Autumn 2023 Period 1,28 Aug - 5 Nov,Bachelor's,English,HIG-17338,"Course, Distance",0,One-quarter-time,Daytime,Varied,Surveying and Geographic Information Technology,"Materials, Construction and Manufacturing",,https://edu.hig.se/web/en/55cd2509-6993-11ed-8006-5fad1ed44921
Themes in NLP and language technology,7.5,University of Gothenburg,Göteborg,Open for late application,17500,17500,Autumn 2023 Period 2,30 Oct - 14 Jan,Master's,English,GU-12444,"Course, On-campus",,Half-time,Daytime,Göteborg,Computer Linguistics,Humanities | Computer Science and Engineering,,https://www.gu.se/en/study-gothenburg/LT2124
Theology of Icons,7.5,University College Stockholm,Södertälje,Cancelled,5000,5000,Autumn 2023 Period 1,28 Aug - 5 Nov,Bachelor's,English,EHS-OT123,"Course, Distance",,Half-time,Mixed-time,Södertälje,Religious Studies,Religious Studies,,https://ehs.se/kurser/ht-2023-2024-theology-of-icons-5ot123/?preview=true
Theoretical Approaches in Human Computer Interaction,15,Umeå University,Umeå,Open for late application,35700,35700,Autumn 2023 Period 1,28 Aug - 5 Nov,Master's,English,UMU-27218,"Course, On-campus",,Full-time,Daytime,Umeå,"Information Systems, Information Technology, Social Science and Behavioural Science",Technology | Computer Science and Engineering | Social Science and Behavioural Science,,http://www.umu.se/english/education/courses-and-programmes/course?code=2IN405
Theoretical Medicinal Chemistry,7.5,Umeå University,Umeå,Closed and will not be opened for late application,17850,17850,Autumn 2023 Period 1,28 Aug - 1 Oct,Master's,English,UMU-F5602,"Course, On-campus",,Full-time,Daytime,Umeå,"Chemistry, Medicinal Chemistry",Natural Science,,http://www.umu.se/english/education/courses-and-programmes/course?code=5KE168
Theoretical Medicinal Chemistry,7.5,Umeå University,Umeå,Open for late application,17850,17850,Autumn 2023 Period 1,28 Aug - 1 Oct,Master's,English,UMU-56019,"Course, On-campus",,Full-time,Daytime,Umeå,"Chemistry, Medicinal Chemistry",Natural Science,,http://www.umu.se/english/education/courses-and-programmes/course?code=5KE168
"Theoretical Perspectives on Interprofessional Education, Learning and Collaboration within Practices of Health Care and Social Services",7.5,Linköping University,Linköping,Cancelled,16733,16733,Autumn 2023 Period 1,28 Aug - 5 Nov,Master's,English,LIU-89020,"Course, Distance",,Half-time,Daytime,Linköping,Education,Education/Educational Sciences/Didactics,,https://liu.se/en/education/course/8fa294
Theoretical perspectives on literary and cultural negotiations,15,Karlstad University,Karlstad,Open for late application,42000,42000,Autumn 2023 Period 1,28 Aug - 14 Jan,Master's,English,KAU-42635,"Course, Distance",,Half-time,Daytime,Karlstad,English,Languages,,http://www.kau.se/en/education/programmes-and-courses/courses/ENAL08?occasion=42635
Theoretical Perspectives on Planning,7.5,Stockholm University,Stockholm,Closed and will not be opened for late application,15000,15000,Autumn 2023 Period 1,28 Aug - 1 Oct,Master's,English,SU-32598,"Course, On-campus",,Full-time,Daytime,Stockholm,Human Geography and Geography,Natural Science | Social Science and Behavioural Science,,https://sisu.it.su.se/search/info/KG7230/en?eventident=32598&semester=20234
Theoretical Philosophy: Advanced Literature Course 1,15,University of Gothenburg,Göteborg,Open for late application,22250,22250,Autumn 2023 Period 1,28 Aug - 14 Jan,Master's,English,GU-12471,"Course, On-campus",,Half-time,Daytime,Göteborg,Theoretical Philosophy,Humanities,,https://www.gu.se/en/study-gothenburg/FT2101
Theoretical Philosophy: Advanced Literature Course 2,15,University of Gothenburg,Göteborg,Open for late application,22250,22250,Autumn 2023 Period 1,28 Aug - 14 Jan,Master's,English,GU-12467,"Course, On-campus",,Half-time,Daytime,Göteborg,Theoretical Philosophy,Humanities,,https://www.gu.se/en/study-gothenburg/FT2201
Theoretical Philosophy: Advanced Literature Course 3,15,University of Gothenburg,Göteborg,Open for late application,22250,22250,Autumn 2023 Period 1,28 Aug - 14 Jan,Master's,English,GU-12473,"Course, On-campus",,Half-time,Daytime,Göteborg,Theoretical Philosophy,Humanities,,https://www.gu.se/en/study-gothenburg/FT2301
Theoretical Philosophy: Advanced Literature Course 4,15,University of Gothenburg,Göteborg,Open for late application,22250,22250,Autumn 2023 Period 1,28 Aug - 14 Jan,Master's,English,GU-12482,"Course, On-campus",,Half-time,Daytime,Göteborg,Theoretical Philosophy,Humanities,,https://www.gu.se/en/study-gothenburg/FT2401
Theoretical Philosophy: Master's (120 credits) thesis,15,University of Gothenburg,Göteborg,Open for late application,22250,22250,Autumn 2023 Period 1,28 Aug - 14 Jan,Master's,English,GU-12484,"Course, On-campus",,Half-time,Daytime,Göteborg,Theoretical Philosophy,Humanities,,https://www.gu.se/en/study-gothenburg/FT2701
Theoretical Philosophy: Master's (120 credits) thesis,30,University of Gothenburg,Göteborg,Open for late application,44500,44500,Autumn 2023 Period 1,28 Aug - 14 Jan,Master's,English,GU-12451,"Course, On-campus",,Full-time,Daytime,Göteborg,Theoretical Philosophy,Humanities,,https://www.gu.se/en/study-gothenburg/FT2801
Theoretical Philosophy: Master's (120 credits) thesis,30,University of Gothenburg,Göteborg,Open for late application,44500,44500,Autumn 2023 Period 1,,Master's,English,GU-12457,"Course, On-campus",,Half-time,Daytime,Göteborg,Theoretical Philosophy,Humanities,28 Aug,https://www.gu.se/en/study-gothenburg/FT2801
Theoretical Philosophy: Master's (60 credits) thesis,15,University of Gothenburg,Göteborg,Open for late application,22250,22250,Autumn 2023 Period 1,28 Aug - 14 Jan,Master's,English,GU-12475,"Course, On-campus",,Half-time,Daytime,Göteborg,Theoretical Philosophy,Humanities,,https://www.gu.se/en/study-gothenburg/FT2601
Theories and methods in language research,15,Karlstad University,Karlstad,Open for late application,42000,42000,Autumn 2023 Period 1,28 Aug - 14 Jan,Master's,English,KAU-42648,"Course, Distance",,Half-time,Daytime,Karlstad,English,Languages,,http://www.kau.se/en/education/programmes-and-courses/courses/ENAS06?occasion=42648
"Theories and Methods in the Study of Religion, Politics and Democracy, Distance Education",7.5,University College Stockholm,Södertälje,Cancelled,5000,5000,Autumn 2023 Period 1,28 Aug - 5 Nov,Master's,English,EHS-AD426,"Course, Distance",,Half-time,Mixed-time,Södertälje,Religious Studies,Religious Studies,,https://ehs.se/kurser/ht-2023-2024-theories-and-methods-in-the-study-of-religion-politics-and-democracy-distance-education-5ad426/?preview=true
Theories in Gender Studies,15,University of Gothenburg,Göteborg,Open for late application,22250,22250,Autumn 2023 Period 1,28 Aug - 5 Nov,Master's,English,GU-12763,"Course, On-campus",,Full-time,Daytime,Göteborg,Gender Studies,Humanities | Social Science and Behavioural Science,,https://www.gu.se/en/study-gothenburg/GS2201
Theories of Information Systems,7.5,Linnaeus University (Kalmar Växjö),Växjö,Closed for late application,18200,18200,Autumn 2023 Period 1,28 Aug - 5 Nov,Master's,English,LNU-F2041,"Course, On-campus",,Half-time,Daytime,Växjö,Information Systems,Computer Science and Engineering,,https://lnu.se/en/course/5IK510/20232/F2041
Theorizing Media Technology,15,Malmö University,Malmö,Closed for late application,34000,34000,Autumn 2023 Period 1,28 Aug - 14 Jan,Master's,English,MAU-38774,"Course, On-campus",,Half-time,Daytime,Malmö,Media Technology,"Arts, Design and Media | Technology",,https://mau.se/en/study-education/course/ME651E
Theory and method within studies in Spanish,7.5,Stockholm University,Stockholm,Open for late application,11250,11250,Autumn 2023 Period 1,28 Aug - 14 Jan,Bachelor's,Spanish,SU-07107,"Course, On-campus",,One-quarter-time,Daytime,Stockholm,Spanish,Languages,,https://sisu.it.su.se/search/info/ES3310/en?eventident=07107&semester=20234
Theory and Methodology of Science (Natural and Technological Science),4.5,KTH Royal Institute of Technology,Stockholm,Open for late application,11625,11625,Autumn 2023 Period 2,30 Oct - 21 Jan,Master's,English,KTH-10005,"Course, Distance",,One-quarter-time,Daytime,Stockholm,Philosophy and Logic,Humanities,,https://www.kth.se/student/kurser/kurs/AK2030?startterm=20232&l=en
Theory and Methodology of Science with Applications (Natural and Technological Science),7.5,KTH Royal Institute of Technology,Stockholm,"
Application period
25 Apr
- 15 May
",19375,19375,Autumn 2023 Period 2,30 Oct - 21 Jan,Master's,English,KTH-50031,"Course, On-campus",,Half-time,Daytime,Stockholm,Philosophy and Logic,Humanities,,https://www.kth.se/student/kurser/kurs/AK2036?startterm=20232&l=en
Theory of Statistical Inference,7.5,Stockholm University,Stockholm,Open for late application,17500,17500,Autumn 2023 Period 1,28 Aug - 29 Oct,Bachelor's,English,SU-48190,"Course, On-campus",,Half-time,Daytime,Stockholm,Mathematical Statistics,Mathematics,,https://sisu.it.su.se/search/info/MT5017/en?eventident=48190&semester=20234
Thermal-Hydraulics in Nuclear Energy Engineering,6,KTH Royal Institute of Technology,Stockholm,Open for late application,15500,15500,Autumn 2023 Period 2,30 Oct - 21 Jan,Master's,English,KTH-50193,"Course, On-campus",,33%,Daytime,Stockholm,Technology,Technology,,https://www.kth.se/student/kurser/kurs/SH2701?startterm=20232&l=en
Thermodynamics,6,Umeå University,Umeå,Open for late application,14280,14280,Autumn 2023 Period 2,30 Oct - 14 Jan,Bachelor's,English,UMU-53003,"Course, On-campus",,33%,Daytime,Umeå,"Engineering Physics, Physics",Technology | Natural Science,,http://www.umu.se/english/education/courses-and-programmes/course?code=5FY083
"Thesis Preparation, Distance Education",7.5,University College Stockholm,Södertälje,Open for late application,5000,5000,Autumn 2023 Period 2,6 Nov - 14 Jan,Master's,English,EHS-OT549,"Course, Distance",,Half-time,Mixed-time,Södertälje,Religious Studies,Religious Studies,,https://ehs.se/kurser/ht-2023-2024-thesis-preparation-distance-education-5ot549/?preview=true
Thinking translation: Translation theory from a literary and cultural perspective,7.5,University of Gothenburg,Göteborg,Open for late application,11125,11125,Autumn 2023 Period 2,30 Oct - 14 Jan,Bachelor's,English,GU-13901,"Course, On-campus",,Half-time,Daytime,Göteborg,Languages,Languages,,https://www.gu.se/en/study-gothenburg/SPL133
